SNR (dB),P(fail)
0.0,1.0
0.01,1.0
0.02,0.999999999999
0.03,0.999999999987
0.04,0.999999999864
0.05,0.999999998736
0.06,0.999999989478
0.07,0.999999921585
0.08,0.999999477916
0.09,0.999996901192
0.1,0.99998363563
0.11,0.99992325298
0.12,0.999680863086
0.13,0.998824951616
0.14,0.996173026221
0.15,0.988981368169
0.16,0.971953462488
0.17,0.936837856149
0.18,0.873915918929
0.19,0.776183614548
0.2,0.644904605537
0.21,0.492752794607
0.22,0.34094129639
0.23,0.210829365598
0.24,0.115248135471
0.25,0.0551931768378
0.26,0.0229866519382
0.27,0.00827449181691
0.28,0.00256119359216
0.29,0.000678682656303
0.3,0.000153375800469
0.31,2.94615324479e-05
0.32,4.79583833511e-06
0.33,6.59805974073e-07
0.34,7.6533065236e-08
0.35,7.46777929504e-09
0.36,6.1171368544e-10
0.37,4.19846284983e-11
0.38,2.41016517496e-12
0.39,1.15530817064e-13
0.4,4.61709829813e-15
0.41,1.53612636938e-16
0.42,4.24887422213e-18
0.43,9.75763845172e-20
0.44,1.85824420043e-21
0.45,2.93113784642e-23
0.46,3.82520405821e-25
0.47,4.12558195213e-27
0.48,3.67341257883e-29
0.49,2.69749371517e-31
0.5,1.63198771986e-33
0.51,8.12646996271e-36
0.52,3.32719414202e-38
0.53,1.11893257216e-40
0.54,3.08766112258e-43
0.55,6.9838306203e-46
0.56,1.29335758311e-48
0.57,1.95887606826e-51
0.58,2.423468732e-54
0.59,2.4460244807e-57
0.6,2.01138903142e-60
0.61,1.34563266346e-63
0.62,7.31300476534e-67
0.63,3.22332834101e-70
0.64,1.15028688235e-73
0.65,3.31744641618e-77
0.66,7.71697815521e-81
0.67,1.44487006505e-84
0.68,2.17260673328e-88
0.69,2.61742429904e-92
0.7,2.52006818287e-96
0.71,1.93389203711e-100
0.72,1.17950680915e-104
0.73,5.70047893237e-109
0.74,2.17613220095e-113
0.75,6.53983749817e-118
0.76,1.54178554877e-122
0.77,2.84083143868e-127
0.78,4.07512585107e-132
0.79,4.53251954304e-137
0.8,3.89214564063e-142
0.81,2.56894454803e-147
0.82,1.29723717766e-152
0.83,4.98749552874e-158
0.84,1.45264610679e-163
0.85,3.18847342401e-169
0.86,5.24563846743e-175
