SNR (dB),P(fail)
0.0,1.0
0.01,0.999999999999
0.02,0.999999999993
0.03,0.999999999923
0.04,0.999999999276
0.05,0.999999993849
0.06,0.999999953147
0.07,0.999999680632
0.08,0.999998056177
0.09,0.999989457671
0.1,0.999949148983
0.11,0.999782231345
0.12,0.999173243359
0.13,0.997220696421
0.14,0.991733212664
0.15,0.978248950565
0.16,0.949350279109
0.17,0.895467215068
0.18,0.808272398211
0.19,0.686107200995
0.2,0.538267085111
0.21,0.384093332698
0.22,0.245862796735
0.23,0.139548323955
0.24,0.0695619971431
0.25,0.030213986
0.26,0.0113602701575
0.27,0.00367725663165
0.28,0.00101994033189
0.29,0.000241420499178
0.3,4.85923715971e-05
0.31,8.29032780612e-06
0.32,1.19546376292e-06
0.33,1.45320076309e-07
0.34,1.48558048402e-08
0.35,1.27433735116e-09
0.36,9.15366618097e-11
0.37,5.49531714442e-12
0.38,2.752294613e-13
0.39,1.1480637482e-14
0.4,3.98210340015e-16
0.41,1.14677636204e-17
0.42,2.73805763648e-19
0.43,5.41267764296e-21
0.44,8.84753154343e-23
0.45,1.19434635397e-24
0.46,1.32988566131e-26
0.47,1.22002357379e-28
0.48,9.21083713516e-31
0.49,5.71641209961e-33
0.5,2.91315815675e-35
0.51,1.21771489569e-37
0.52,4.17053492675e-40
0.53,1.16901730535e-42
0.54,2.67881445403e-45
0.55,5.01248939847e-48
0.56,7.64950390191e-51
0.57,9.5091372605e-54
0.58,9.61637406288e-57
0.59,7.90040982826e-60
0.6,5.26537084585e-63
0.61,2.8424046575e-66
0.62,1.24084247789e-69
0.63,4.37293844912e-73
0.64,1.24182540583e-76
0.65,2.83616518319e-80
0.66,5.19858486666e-84
0.67,7.63066727957e-88
0.68,8.94837245043e-92
0.69,8.36270070574e-96
0.7,6.21184474236e-100
0.71,3.65719423141e-104
0.72,1.70153046774e-108
0.73,6.23639364837e-113
0.74,1.79470169449e-117
0.75,4.04112448184e-122
0.76,7.09367823975e-127
0.77,9.6700486839e-132
0.78,1.01958095131e-136
0.79,8.27974415366e-142
0.8,5.1558226178e-147
0.81,2.4505592094e-152
0.82,8.84779226619e-158
0.83,2.4145643871e-163
0.84,4.95476808636e-169
0.85,7.60412778981e-175
0.86,8.6794415674e-181
0.87,7.32552385667e-187
0.88,4.54455486124e-193
0.89,2.05950831101e-199
0.9,6.77456002467e-206
0.91,1.60687203271e-212
0.92,2.72968368514e-219
0.93,3.29786278054e-226
0.94,2.81326022582e-233
0.95,1.681979732e-240
0.96,6.9943810246e-248
0.97,2.00552435189e-255
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
