SNR (dB),P(fail)
0.0,0.998549134284
0.01,0.99572104251
0.02,0.988623877219
0.03,0.97275941043
0.04,0.941266782039
0.05,0.885916306971
0.06,0.800046191013
0.07,0.682814778279
0.08,0.542405879659
0.09,0.395324911545
0.1,0.260990331444
0.11,0.154344631583
0.12,0.080982016644
0.13,0.03738752383
0.14,0.0150794733116
0.15,0.00527980080867
0.16,0.00159573054179
0.17,0.000414166065689
0.18,9.18752553913e-05
0.19,1.73421993747e-05
0.2,2.77377956551e-06
0.21,3.74428939425e-07
0.22,4.24947403649e-08
0.23,4.03986635847e-09
0.24,3.20562477168e-10
0.25,2.11574479006e-11
0.26,1.15757139021e-12
0.27,5.23273944e-14
0.28,1.94805366067e-15
0.29,5.95367476673e-17
0.3,1.48912039718e-18
0.31,3.03883914406e-20
0.32,5.04445901057e-22
0.33,6.79153735009e-24
0.34,7.39446005144e-26
0.35,6.49213398199e-28
0.36,4.58339408053e-30
0.37,2.59476993218e-32
0.38,1.17471230128e-34
0.39,4.24139522734e-37
0.4,1.21805561407e-39
0.41,2.7749466113e-42
0.42,5.00183018173e-45
0.43,7.11468171929e-48
0.44,7.96535935238e-51
0.45,7.00089033963e-54
0.46,4.8180903779e-57
0.47,2.58967172122e-60
0.48,1.08425842162e-63
0.49,3.52697544341e-67
0.5,8.89010384706e-71
0.51,1.73175347337e-74
0.52,2.59994260812e-78
0.53,3.00015497828e-82
0.54,2.65342158061e-86
0.55,1.79351449216e-90
0.56,9.23766801327e-95
0.57,3.61465610193e-99
0.58,1.07119598743e-103
0.59,2.39649391748e-108
0.6,4.03414448316e-113
0.61,5.0922172045e-118
0.62,4.80288231017e-123
0.63,3.37239595956e-128
0.64,1.7561353065e-133
0.65,6.7551808441e-139
0.66,1.91154473224e-144
0.67,3.96221493477e-150
0.68,5.98908842718e-156
0.69,6.57109755275e-162
0.7,5.208039632e-168
0.71,2.96681840288e-174
0.72,1.2084337698e-180
0.73,3.50038658344e-187
0.74,7.17010059331e-194
0.75,1.03255178049e-200
0.76,1.03906175767e-207
0.77,7.26075298082e-215
0.78,3.50026518644e-222
0.79,1.1562878767e-229
0.8,2.59920364861e-237
0.81,3.94704364481e-245
0.82,0.0
0.83,0.0
0.84,0.0
0.85,0.0
0.86,0.0
0.87,0.0
0.88,0.0
0.89,0.0
0.9,0.0
0.91,0.0
0.92,0.0
0.93,0.0
0.94,0.0
0.95,0.0
0.96,0.0
0.97,0.0
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
