SNR (dB),P(fail)
0.0,0.999966188703
0.01,0.999861710335
0.02,0.999490572536
0.03,0.99831281321
0.04,0.994983766618
0.05,0.986626797736
0.06,0.968050382252
0.07,0.931593992285
0.08,0.868615110448
0.09,0.773130367297
0.1,0.646453582535
0.11,0.499834963554
0.12,0.352225293646
0.13,0.223347271649
0.14,0.126053061039
0.15,0.0627322344407
0.16,0.0273107069394
0.17,0.010329761948
0.18,0.00337396745728
0.19,0.000946559098941
0.2,0.000226983862867
0.21,4.6316885417e-05
0.22,8.0089162599e-06
0.23,1.1689613562e-06
0.24,1.43485898665e-07
0.25,1.47592774853e-08
0.26,1.26792598483e-09
0.27,9.06723780946e-11
0.28,5.38064505023e-12
0.29,2.64143076189e-13
0.3,1.06953327713e-14
0.31,3.56154345835e-16
0.32,9.7261545213e-18
0.33,2.17221251195e-19
0.34,3.95683703709e-21
0.35,5.86314550854e-23
0.36,7.04896924447e-25
0.37,6.85852966255e-27
0.38,5.38723078888e-29
0.39,3.40774455314e-31
0.4,1.73177102436e-33
0.41,7.05353068272e-36
0.42,2.2972044786e-38
0.43,5.9685076775e-41
0.44,1.23427054075e-43
0.45,2.02696452955e-46
0.46,2.63748805111e-49
0.47,2.71308186719e-52
0.48,2.20131472789e-55
0.49,1.40560537169e-58
0.5,7.04717747069e-62
0.51,2.76780920215e-65
0.52,8.49594325951e-69
0.53,2.0333411708e-72
0.54,3.7851276608e-76
0.55,5.46697340836e-80
0.56,6.11091782778e-84
0.57,5.27259571631e-88
0.58,3.50212237503e-92
0.59,1.7857398495e-96
0.6,6.9700100634e-101
0.61,2.07624483013e-105
0.62,4.70548914263e-110
0.63,8.08740016074e-115
0.64,1.05058225331e-119
0.65,1.02788791518e-124
0.66,7.54690271625e-130
0.67,4.14231897909e-135
0.68,1.69294637572e-140
0.69,5.13057846849e-146
0.7,1.14797946739e-151
0.71,1.88793732108e-157
0.72,2.27135446293e-163
0.73,1.98929474397e-169
0.74,1.26187308829e-175
0.75,5.76673901082e-182
0.76,1.88819586901e-188
0.77,4.40429498903e-195
0.78,7.27500890214e-202
0.79,8.45739563373e-209
0.8,6.87551901852e-216
0.81,3.88293267149e-223
0.82,1.51292805961e-230
0.83,4.03828199096e-238
0.84,7.32996329458e-246
0.85,0.0
0.86,0.0
0.87,0.0
0.88,0.0
0.89,0.0
0.9,0.0
0.91,0.0
0.92,0.0
0.93,0.0
0.94,0.0
0.95,0.0
0.96,0.0
0.97,0.0
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
1.26,0.0
1.27,0.0
1.28,0.0
1.29,0.0
1.3,0.0
1.31,0.0
1.32,0.0
1.33,0.0
1.34,0.0
1.35,0.0
1.36,0.0
1.37,0.0
1.38,0.0
1.39,0.0
1.4,0.0
1.41,0.0
1.42,0.0
1.43,0.0
1.44,0.0
1.45,0.0
1.46,0.0
1.47,0.0
1.48,0.0
1.49,0.0
1.5,0.0
1.51,0.0
1.52,0.0
1.53,0.0
1.54,0.0
1.55,0.0
1.56,0.0
1.57,0.0
1.58,0.0
1.59,0.0
1.6,0.0
1.61,0.0
1.62,0.0
1.63,0.0
1.64,0.0
1.65,0.0
1.66,0.0
1.67,0.0
1.68,0.0
1.69,0.0
1.7,0.0
1.71,0.0
1.72,0.0
1.73,0.0
1.74,0.0
1.75,0.0
1.76,0.0
1.77,0.0
1.78,0.0
1.79,0.0
1.8,0.0
1.81,0.0
1.82,0.0
1.83,0.0
1.84,0.0
1.85,0.0
1.86,0.0
1.87,0.0
1.88,0.0
1.89,0.0
1.9,0.0
1.91,0.0
1.92,0.0
1.93,0.0
1.94,0.0
1.95,0.0
1.96,0.0
1.97,0.0
1.98,0.0
1.99,0.0
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
