SNR (dB),P(fail)
0.0,1.0
0.1,0.999949148983
0.2,0.538267085111
0.3,4.85923715971e-05
0.4,3.98210340015e-16
0.5,2.91315815676e-35
0.6,5.26537084585e-63
0.7,6.21184474241e-100
0.8,5.15582261756e-147
0.9,6.77456002606e-206
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
