SNR (dB),P(fail)
0.0,1.0
0.1,0.999853032261
0.2,0.429353930833
0.3,1.43365369146e-05
0.4,3.18930042811e-17
0.5,4.82578432365e-37
0.6,1.2788668645e-65
0.7,1.42055986275e-103
0.8,6.33617497056e-152
0.9,2.22145783487e-212
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
