SNR (dB),P(fail)
0.0,0.993364149681
0.1,0.125961701909
0.2,2.12462567033e-07
0.3,1.20397202573e-20
0.4,6.98036299803e-43
0.5,2.1555345635e-75
0.6,2.09433826796e-119
0.7,2.3934126119e-176
0.8,3.5047372173e-248
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
