SNR (dB),P(fail)
0.0,0.999999999998
0.1,0.999604340775
0.2,0.326091355888
0.3,3.94159008727e-06
0.4,2.37446561263e-18
0.5,7.42684434774e-39
0.6,2.88515347712e-68
0.7,3.01727871292e-107
0.8,7.23208872896e-157
0.9,6.7655029496e-219
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
