SNR (dB),P(fail)
0.0,0.99680495694
0.01,0.991302060703
0.02,0.978640943287
0.03,0.952711920809
0.04,0.905590501742
0.05,0.829829562507
0.06,0.72239689035
0.07,0.588443422457
0.08,0.442038892475
0.09,0.302212552226
0.1,0.185879393937
0.11,0.10182894515
0.12,0.0492590728068
0.13,0.0208844808629
0.14,0.00770946042603
0.15,0.00246339813397
0.16,0.000677706082171
0.17,0.000159740571609
0.18,3.21123205448e-05
0.19,5.48201689318e-06
0.2,7.91483860999e-07
0.21,9.62656914543e-08
0.22,9.82617674252e-09
0.23,8.38664424671e-10
0.24,5.96394158604e-11
0.25,3.52134969033e-12
0.26,1.7204359992e-13
0.27,6.93226219255e-15
0.28,2.29614827828e-16
0.29,6.23190145416e-18
0.3,1.38155518152e-19
0.31,2.49400260891e-21
0.32,3.65495487169e-23
0.33,4.33530184119e-25
0.34,4.14976855742e-27
0.35,3.19616235109e-29
0.36,1.97507927002e-31
0.37,9.76466344169e-34
0.38,3.85148443165e-36
0.39,1.20862521145e-38
0.4,3.00922255036e-41
0.41,5.92833961349e-44
0.42,9.21623662407e-47
0.43,1.1275827899e-49
0.44,1.08281647355e-52
0.45,8.13978225784e-56
0.46,4.77707886145e-59
0.47,2.18293909211e-62
0.48,7.74610421631e-66
0.49,2.12869123844e-69
0.5,4.51797603593e-73
0.51,7.38545782175e-77
0.52,9.27248780338e-81
0.53,8.91585375313e-85
0.54,6.54659909881e-89
0.55,3.65986688118e-93
0.56,1.55306893675e-97
0.57,4.9869623265e-102
0.58,1.20783167705e-106
0.59,2.19919645012e-111
0.6,3.00002347272e-116
0.61,3.05529850439e-121
0.62,2.31452671963e-126
0.63,1.29928253011e-131
0.64,5.38356019427e-137
0.65,1.63978415937e-142
0.66,3.65605604729e-148
0.67,5.94064908918e-154
0.68,7.00261697227e-160
0.69,5.95969865861e-166
0.7,3.64398201338e-172
0.71,1.59251048509e-178
0.72,4.94790742324e-185
0.73,1.08688435508e-191
0.74,1.67828130852e-198
0.75,1.81079157964e-205
0.76,1.3567518097e-212
0.77,7.01403241583e-220
0.78,2.48528959172e-227
0.79,5.99421039969e-235
0.8,9.77084613256e-243
0.81,0.0
0.82,0.0
0.83,0.0
0.84,0.0
0.85,0.0
0.86,0.0
0.87,0.0
0.88,0.0
0.89,0.0
0.9,0.0
0.91,0.0
0.92,0.0
0.93,0.0
0.94,0.0
0.95,0.0
0.96,0.0
0.97,0.0
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
