SNR (dB),P(fail)
0.0,0.95777625657
0.01,0.915646109276
0.02,0.847144616641
0.03,0.748294516535
0.04,0.622090722238
0.05,0.479980873852
0.06,0.339291512034
0.07,0.217222989745
0.08,0.124697111728
0.09,0.063624865686
0.1,0.0286349718583
0.11,0.0112909528065
0.12,0.00387700417616
0.13,0.00115291681877
0.14,0.000295408744976
0.15,6.49086830993e-05
0.16,1.2175269318e-05
0.17,1.94124966953e-06
0.18,2.62006939345e-07
0.19,2.98147963512e-08
0.2,2.849345522e-09
0.21,2.2782377874e-10
0.22,1.51835813523e-11
0.23,8.40390108838e-13
0.24,3.84907063597e-14
0.25,1.45364911189e-15
0.26,4.51101649926e-17
0.27,1.14631250551e-18
0.28,2.37720791927e-20
0.29,4.00965159467e-22
0.3,5.48249783699e-24
0.31,6.05698031245e-26
0.32,5.38925803903e-28
0.33,3.84947267168e-30
0.34,2.20034919875e-32
0.35,1.00330344126e-34
0.36,3.63804644068e-37
0.37,1.04581795261e-39
0.38,2.37609184995e-42
0.39,4.25369641878e-45
0.4,5.98206208184e-48
0.41,6.58882852101e-51
0.42,5.6667638406e-54
0.43,3.79429982668e-57
0.44,1.97196445877e-60
0.45,7.93118081947e-64
0.46,2.46119039465e-67
0.47,5.87506649323e-71
0.48,1.07553344126e-74
0.49,1.50539638912e-78
0.5,1.60602339946e-82
0.51,1.30187116113e-86
0.52,7.99318761668e-91
0.53,3.70514204882e-95
0.54,1.29238636839e-99
0.55,3.38081613598e-104
0.56,6.60993254774e-109
0.57,9.62465737368e-114
0.58,1.0399462564e-118
0.59,8.30716405334e-124
0.6,4.88697778122e-129
0.61,2.1088696812e-134
0.62,6.64813697291e-140
0.63,1.52457650858e-145
0.64,2.53216054256e-151
0.65,3.03215616454e-157
0.66,2.60545815569e-163
0.67,1.59870242662e-169
0.68,6.96951401947e-176
0.69,2.14737235374e-182
0.7,4.6506763995e-189
0.71,7.04003719801e-196
0.72,7.40524510801e-203
0.73,5.37987101913e-210
0.74,2.68249327237e-217
0.75,9.12027304595e-225
0.76,2.10013323404e-232
0.77,3.252521183e-240
0.78,3.9359616643e-248
0.79,0.0
0.8,0.0
0.81,0.0
0.82,0.0
0.83,0.0
0.84,0.0
0.85,0.0
0.86,0.0
0.87,0.0
0.88,0.0
0.89,0.0
0.9,0.0
0.91,0.0
0.92,0.0
0.93,0.0
0.94,0.0
0.95,0.0
0.96,0.0
0.97,0.0
0.98,0.0
0.99,0.0
1.0,0.0
1.01,0.0
1.02,0.0
1.03,0.0
1.04,0.0
1.05,0.0
1.06,0.0
1.07,0.0
1.08,0.0
1.09,0.0
1.1,0.0
1.11,0.0
1.12,0.0
1.13,0.0
1.14,0.0
1.15,0.0
1.16,0.0
1.17,0.0
1.18,0.0
1.19,0.0
1.2,0.0
1.21,0.0
1.22,0.0
1.23,0.0
1.24,0.0
1.25,0.0
